organization_name,country_code,appearance_count,latitude,longitude,geocode_status,geocode_display_name,geocode_source,last_checked_at
The Synergetic Innovation Center for Advanced Materials,CN,2,32.07342529296875,118.76742553710938,ok,The Synergetic Innovation Center for Advanced Materials,openalex,2026-03-12T03:01:25+00:00
The Third Affiliated Hospital of Zhejiang Chinese Medical University,CN,2,31.249074935913086,121.42913818359375,ok,The Third Affiliated Hospital of Zhejiang Chinese Medical University,openalex,2026-03-12T03:33:57+00:00
The University of Kansas Cancer Center,US,2,39.056285,-94.61077,ok,University of Kansas Medical Center,wikipedia_wikidata,2026-03-11T22:18:53+00:00
The University of Texas Health Science Center at Houston,US,21,29.76328,-95.36327,ok,The University of Texas Health Science Center at Houston,openalex,2026-03-11T20:04:32+00:00
The University of Texas Health Science Center at San Antonio,US,1,29.42412,-98.49363,ok,The University of Texas Health Science Center at San Antonio,openalex,2026-03-12T00:59:43+00:00
The University of Texas MD Anderson Cancer Center,US,106,29.76328,-95.36327,ok,The University of Texas MD Anderson Cancer Center,openalex,2026-03-27T00:27:45+00:00
The University of Texas Rio Grande Valley,US,1,26.304551,-98.174165,ok,University of Texas Rio Grande Valley,wikipedia_wikidata,2026-03-12T07:58:58+00:00
The University of Texas Southwestern Medical Center,US,31,32.812043,-96.8417201,ok,"The University of Texas Southwestern Medical Center, 5323, Harry Hines Boulevard, Dallas, Dallas County, Texas, 75390, United States",,2026-03-11T00:26:19+00:00
The University of Texas at Arlington,US,36,32.73099899291992,-97.11499786376953,ok,The University of Texas at Arlington,openalex,2026-03-12T00:37:59+00:00
The University of Texas at Austin,US,271,30.26715,-97.74306,ok,The University of Texas at Austin,openalex,2026-03-11T19:40:23+00:00
The University of Texas at Dallas,US,81,32.94818,-96.72972,ok,The University of Texas at Dallas,openalex,2026-03-11T19:40:21+00:00
The University of Texas at San Antonio,US,4,29.42411994934082,-98.4936294555664,ok,The University of Texas at San Antonio,openalex,2026-03-11T20:09:54+00:00
The University of Tokyo,JP,620,35.68949890136719,139.69171142578125,ok,The University of Tokyo,openalex,2026-03-11T19:41:07+00:00
The Velux Foundations,DK,3,56.084808349609375,12.31803035736084,ok,The Velux Foundations,openalex,2026-03-27T00:27:46+00:00
The Wallace H. Coulter Department of Biomedical Engineering,US,32,33.749000549316406,-84.38797760009766,ok,The Wallace H. Coulter Department of Biomedical Engineering,openalex,2026-03-11T19:59:56+00:00
Theodore Roosevelt High School,US,1,41.16883087158203,-81.35594177246094,ok,Theodore Roosevelt High School,openalex,2026-03-12T00:19:09+00:00
Theratechnologies (Canada),CA,1,45.50130844116211,-73.57492065429688,ok,Theratechnologies (Canada),openalex,2026-03-12T03:44:39+00:00
Thermo Fisher Scientific (United States),US,1,42.37649154663086,-71.23561096191406,ok,Thermo Fisher Scientific (United States),openalex,2026-03-12T03:59:08+00:00
Thi Qar University,IQ,2,31.0214877,46.2491376,ok,"College of Arts, University of Thi-Qar, Souq Al-Shuyukh - Nasiriyah, حي الزاوية, المعامل الحكومية, Al-Nasiriyah Central Subdistrict, Al-Nasiriyah District, Dhi Qar Governorate, 64002, Iraq",nominatim,2026-03-12T12:03:35+00:00
Think A Move (United States),US,1,41.46147155761719,-81.51494598388672,ok,Think A Move (United States),openalex,2026-03-27T00:27:47+00:00
Third Affiliated Hospital of Southern Medical University,CN,2,23.13467025756836,113.3626937866211,ok,Third Affiliated Hospital of Southern Medical University,openalex,2026-03-11T20:11:50+00:00
Third Hospital of Changsha,CN,2,28.1796469,112.9724428,ok,"长沙市三医院口腔专科门诊 The third Hospital of Changsha Oral Outpatient Clinic, Laodong West Road, Chengnanlu Subdistrict, Tianxin District, Hunan, 410074, China",nominatim,2026-03-11T23:23:58+00:00
Thomas Jefferson University,US,1,40.0225,-75.1925,ok,Thomas Jefferson University,wikipedia_wikidata,2026-03-12T11:04:05+00:00
Thomas Jefferson University Hospital,US,13,39.94969177246094,-75.1571273803711,ok,Thomas Jefferson University Hospital,openalex,2026-03-11T20:19:20+00:00
Thompson Rivers University,CA,1,50.666481018066406,-120.31919860839844,ok,Thompson Rivers University,openalex,2026-03-12T03:42:02+00:00
Tianjin Academy of Agricultural Sciences,CN,1,39.11277770996094,117.15071868896484,ok,Tianjin Academy of Agricultural Sciences,openalex,2026-03-12T04:14:10+00:00
Tianjin Foreign Studies University,CN,1,39.11030191050777,117.17492252472158,ok,Tianjin University,wikipedia_wikidata,2026-03-12T02:25:14+00:00
Tianjin Hospital,CN,5,39.09343719482422,117.23148345947266,ok,Tianjin Hospital,openalex,2026-03-11T19:42:27+00:00
Tianjin Huanhu Hospital,CN,2,39.090091705322266,117.18238830566406,ok,Tianjin Huanhu Hospital,openalex,2026-03-27T00:27:48+00:00
Tianjin International Joint Academy of Biomedicine,CN,2,39.08281326293945,117.70243835449219,ok,Tianjin International Joint Academy of Biomedicine,openalex,2026-03-27T00:27:48+00:00
Tianjin Medical University,CN,35,39.11030191050777,117.17492252472158,ok,Tianjin University,wikipedia_wikidata,2026-03-11T23:31:33+00:00
Tianjin Medical University Cancer Institute and Hospital,CN,1,39.116125,117.178487,ok,Tianjin Medical University General Hospital,wikipedia_wikidata,2026-03-12T08:52:23+00:00
Tianjin Medical University General Hospital,CN,4,39.116125,117.178487,ok,Tianjin Medical University General Hospital,wikipedia_wikidata,2026-03-11T21:40:58+00:00
Tianjin People's Hospital,CN,1,39.14711380004883,117.14701080322266,ok,Tianjin People's Hospital,openalex,2026-03-11T19:54:04+00:00
Tianjin Polytechnic University,CN,11,22.3960758,114.0910186,ok,"No. 6, Tai Lam Town Gas Pipeline, Tai Kiu Tsuen, Tsuen Wan District, New Territories, Hong Kong, China",wikidata_search_description_place,2026-03-27T10:30:58+00:00
Tianjin Stomatological Hospital,CN,2,39.128700256347656,117.20626068115234,ok,Tianjin Stomatological Hospital,openalex,2026-03-12T03:27:54+00:00
Tianjin University,CN,321,39.14221954345703,117.17666625976562,ok,Tianjin University,openalex,2026-03-11T19:42:24+00:00
Tianjin University of Commerce,CN,3,39.14221954345703,117.17666625976562,ok,Tianjin University of Commerce,openalex,2026-03-12T03:50:45+00:00
Tianjin University of Science and Technology,CN,2,39.14221954345703,117.17666625976562,ok,Tianjin University of Science and Technology,openalex,2026-03-12T03:00:02+00:00
Tianjin University of Technology,CN,27,39.14221954345703,117.17666625976562,ok,Tianjin University of Technology,openalex,2026-03-11T19:55:46+00:00
Tilburg University,NL,5,51.555511474609375,5.091300010681152,ok,Tilburg University,openalex,2026-03-12T03:58:28+00:00
Tirol Kliniken,AT,1,47.26266098022461,11.394539833068848,ok,Tirol Kliniken,openalex,2026-03-11T20:20:38+00:00
Toho University,JP,1,35.68949890136719,139.69171142578125,ok,Toho University,openalex,2026-03-12T03:48:36+00:00
Tohoku Gakuin University,JP,12,38.24987030029297,140.8765106201172,ok,Tohoku Gakuin University,openalex,2026-03-11T20:24:41+00:00
Tohoku Institute of Technology,JP,4,38.245941162109375,140.85267639160156,ok,Tohoku Institute of Technology,openalex,2026-03-12T00:46:58+00:00
Tohoku University,JP,158,38.254166666667,140.87361111111,ok,Tohoku University,wikipedia_wikidata,2026-03-11T20:34:12+00:00
Tohoku University Hospital,JP,2,38.254166666667,140.87361111111,ok,Tohoku University,wikipedia_wikidata,2026-03-12T07:17:56+00:00
Tokai University,JP,6,35.68949890136719,139.69171142578125,ok,Tokai University,openalex,2026-03-12T00:02:48+00:00
Tokyo City University,JP,4,35.5989,139.651,ok,Tokyo City University,wikipedia_wikidata,2026-03-12T02:52:24+00:00
Tokyo Denki University,JP,15,35.68949890136719,139.69171142578125,ok,Tokyo Denki University,openalex,2026-03-11T19:58:42+00:00
Tokyo Institute of Technology,JP,176,35.68949890136719,139.69171142578125,ok,Tokyo Institute of Technology,openalex,2026-03-11T20:08:50+00:00
Tokyo Medical University,JP,3,35.68949890136719,139.69171142578125,ok,Tokyo Medical University,openalex,2026-03-12T00:18:48+00:00
Tokyo Medical and Dental University,JP,33,35.68949890136719,139.69171142578125,ok,Tokyo Medical and Dental University,openalex,2026-03-11T20:32:22+00:00
Tokyo Metropolitan Police Hospital,JP,2,35.7092647,139.6594156,ok,"Tokyo Metropolitan Police Hospital, 1, Nakano 4, Nakano, Tokyo, 164-8541, Japan",nominatim,2026-03-12T09:43:01+00:00
Tokyo Metropolitan University,JP,6,35.68949890136719,139.69171142578125,ok,Tokyo Metropolitan University,openalex,2026-03-12T03:56:39+00:00
Tokyo National Hospital,JP,9,35.76796340942383,139.5061798095703,ok,Tokyo National Hospital,openalex,2026-03-11T19:34:22+00:00
Tokyo University of Agriculture,JP,4,35.64089584350586,139.63201904296875,ok,Tokyo University of Agriculture,openalex,2026-03-12T00:07:55+00:00
Tokyo University of Agriculture and Technology,JP,20,35.68949890136719,139.69171142578125,ok,Tokyo University of Agriculture and Technology,openalex,2026-03-11T20:13:44+00:00
Tokyo University of Information Sciences,JP,3,35.63762664794922,140.2031707763672,ok,Tokyo University of Information Sciences,openalex,2026-03-12T04:31:46+00:00
Tokyo University of Science,JP,18,35.6895,139.69171,ok,Tokyo University of Science,openalex,2026-03-11T19:59:48+00:00
Tokyo University of Technology,JP,7,35.68949890136719,139.69171142578125,ok,Tokyo University of Technology,openalex,2026-03-12T03:33:29+00:00
Tokyo University of the Arts,JP,4,35.71940612792969,139.7721710205078,ok,Tokyo University of the Arts,openalex,2026-03-11T20:22:10+00:00
Tokyo Women's Medical University,JP,8,35.68949890136719,139.69171142578125,ok,Tokyo Women's Medical University,openalex,2026-03-11T20:21:42+00:00
Tomsk Polytechnic University,RU,3,56.469515,84.947536,ok,Tomsk State University,wikipedia_wikidata,2026-03-12T12:12:08+00:00
Ton Duc Thang University,VN,2,10.823019981384277,106.62964630126953,ok,Ton Duc Thang University,openalex,2026-03-12T03:44:08+00:00
Toneyama National Hospital,JP,3,34.79347229003906,135.45321655273438,ok,Toneyama National Hospital,openalex,2026-03-12T04:03:30+00:00
Tongji Hospital,CN,14,30.583330154418945,114.26667022705078,ok,Tongji Hospital,openalex,2026-03-11T19:39:45+00:00
Tongji University,CN,193,31.222219467163086,121.45806121826172,ok,Tongji University,openalex,2026-03-11T20:07:52+00:00
Tongren Hospital,CN,12,31.219493865966797,121.43485260009766,ok,Tongren Hospital,openalex,2026-03-12T03:28:07+00:00
Toranomon Hospital,JP,1,35.668975830078125,139.74658203125,ok,Toranomon Hospital,openalex,2026-03-11T19:34:19+00:00
Torbay Hospital,GB,1,50.483154296875,-3.5539939403533936,ok,Torbay Hospital,openalex,2026-03-12T03:44:03+00:00
Torbay and South Devon NHS Foundation Trust,GB,2,50.461978912353516,-3.5252199172973633,ok,Torbay and South Devon NHS Foundation Trust,openalex,2026-03-11T20:06:55+00:00
Toronto Metropolitan University,CA,35,43.657694444444445,-79.38019444444444,ok,Toronto Metropolitan University,wikipedia_wikidata,2026-03-11T23:52:54+00:00
Toronto Public Health,CA,1,43.6919052,-79.3282042,ok,"Toronto Public Health, 175, Memorial Park Avenue, Danforth East York, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4J 4Y7, Canada",nominatim,2026-03-12T05:47:11+00:00
Toronto Rehabilitation Institute,CA,3,43.6566,-79.3898,ok,Toronto Rehabilitation Institute,wikipedia_wikidata,2026-03-12T01:14:03+00:00
Toshiba (Japan),JP,5,35.7403434,139.7452101,ok,"フジレック, Shimofuri Ginza Shopping Street, Nishigahara 1, Nishigahara, Kita, Tokyo, 114-0024, Japan",nominatim,2026-03-11T21:22:57+00:00
Toshiba (South Korea),KR,1,37.50001907348633,127.06148529052734,ok,Toshiba (South Korea),openalex,2026-03-27T00:28:19+00:00
Toshiba (United Kingdom),GB,2,51.470272064208984,-0.46731099486351013,ok,Toshiba (United Kingdom),openalex,2026-03-12T03:47:12+00:00
Total (France),FR,1,48.85340881347656,2.34879994392395,ok,Total (France),openalex,2026-03-12T04:12:01+00:00
Towson University,US,2,39.392777777778,-76.604722222222,ok,Towson University,wikipedia_wikidata,2026-03-12T02:53:12+00:00
Toyama Prefectural University,JP,3,36.707805555556,137.09627777778,ok,Toyama Prefectural University,wikipedia_wikidata,2026-03-11T20:41:06+00:00
Toyo University,JP,1,35.68949890136719,139.69171142578125,ok,Toyo University,openalex,2026-03-12T03:01:31+00:00
Toyohashi Municipal Hospital,JP,2,34.76667022705078,137.38333129882812,ok,Toyohashi Municipal Hospital,openalex,2026-03-12T03:44:25+00:00
Toyohashi University of Technology,JP,7,34.701714,137.408639,ok,Toyohashi University of Technology,wikipedia_wikidata,2026-03-11T22:08:31+00:00
Toyonaka Municipal Hospital,JP,1,34.80265426635742,135.4582061767578,ok,Toyonaka Municipal Hospital,openalex,2026-03-11T19:59:36+00:00
Toyota Industries (United States),US,1,32.92896270751953,-96.9897689819336,ok,Toyota Industries (United States),openalex,2026-03-27T00:28:20+00:00
Toyota Kosei Hospital,JP,3,35.12100601196289,137.13414001464844,ok,Toyota Kosei Hospital,openalex,2026-03-12T03:44:17+00:00
Toyota Motor Corporation (Japan),JP,14,35.08333,137.15,ok,Toyota Motor Corporation (Japan),openalex,2026-03-12T00:06:11+00:00
Toyota Motor Corporation (Switzerland),CH,18,47.323001861572266,7.981740951538086,ok,Toyota Motor Corporation (Switzerland),openalex,2026-03-12T00:32:30+00:00
Toyota Research Institute,US,35,29.4425,-98.6125,ok,Southwest Research Institute,wikipedia_wikidata,2026-03-12T01:04:17+00:00
Toyota Technological Institute,JP,15,35.10655975341797,136.98292541503906,ok,Toyota Technological Institute,openalex,2026-03-11T19:57:56+00:00
Toyota Technological Institute at Chicago,US,4,41.78468704223633,-87.5922622680664,ok,Toyota Technological Institute at Chicago,openalex,2026-03-12T03:03:55+00:00
Translational Innovation in Medicine and Complexity,FR,28,45.17869,5.71479,ok,Translational Innovation in Medicine and Complexity,openalex,2026-03-27T00:28:21+00:00
Transport for London,CN,1,51.5414789,-0.0089405,ok,"Transport for London, 5, Endeavour Square, Stratford, London Borough of Newham, Greater London, England, E20 1JN, United Kingdom",,2026-03-12T03:48:08+00:00
Transylvania University of Brașov,HU,1,45.64519444444444,25.589111111111112,ok,Transilvania University of Brașov,wikipedia_wikidata,2026-03-12T10:04:06+00:00
Tri-Service General Hospital,IT,1,46.6177504,12.2953929,ok,"Tre Cime di Lavaredo - Drei Zinnen, Auronzo di Cadore, Pustertal - Val Pusteria, Belluno, Veneto, 32041, Italy",nominatim,2026-03-12T00:24:35+00:00
Triemli Hospital,CH,4,47.36667,8.55,ok,Triemli Hospital,openalex,2026-03-12T03:16:19+00:00
Trinity College,CA,1,53.3444,-6.2577,ok,Trinity College Dublin,wikipedia_wikidata,2026-03-12T07:57:46+00:00
Trinity College Dublin,IE,5,53.3444,-6.2577,ok,Trinity College Dublin,wikipedia_wikidata,2026-03-11T21:16:36+00:00
Triple Ring Technologies (United States),US,1,37.50922393798828,-121.99813079833984,ok,Triple Ring Technologies (United States),openalex,2026-03-27T00:28:22+00:00
Trường ĐH Nguyễn Tất Thành,VN,2,10.823019981384277,106.62964630126953,ok,Trường ĐH Nguyễn Tất Thành,openalex,2026-03-12T04:40:12+00:00
Tshwane University of Technology,ZA,4,-25.74485969543457,28.187829971313477,ok,Tshwane University of Technology,openalex,2026-03-12T03:58:19+00:00
Tsinghua University,CN,772,39.9075,116.39723,ok,Tsinghua University,openalex,2026-03-11T19:39:00+00:00
Tsinghua–Berkeley Shenzhen Institute,CN,40,22.54553985595703,114.06829833984375,ok,Tsinghua–Berkeley Shenzhen Institute,openalex,2026-03-11T19:39:03+00:00
Tsu City College,JP,3,34.7486,136.512,ok,Tsu City College,wikipedia_wikidata,2026-03-12T05:30:37+00:00
Tufts University,US,35,42.41843,-71.10616,ok,Tufts University,openalex,2026-03-12T00:25:42+00:00
Tulane University,US,4,29.95465,-90.07507,ok,Tulane University,openalex,2026-03-12T03:51:21+00:00
Tun Hussein Onn University of Malaysia,MY,4,1.8547999858856201,102.93250274658203,ok,Tun Hussein Onn University of Malaysia,openalex,2026-03-12T00:52:12+00:00
Tunis University,TN,1,36.797596481849745,10.162045354456572,ok,Tunis University,wikipedia_wikidata,2026-03-12T10:09:59+00:00
Tunisia Polytechnic School,TN,2,36.8796,10.3365,ok,Tunisia Polytechnic School,wikipedia_wikidata,2026-03-12T04:56:08+00:00
Turgut Özal University,TR,1,39.97228240966797,32.825164794921875,ok,Turgut Özal University,openalex,2026-03-12T00:51:49+00:00
Turing Institute,GB,1,55.86217498779297,-4.243517875671387,ok,Turing Institute,openalex,2026-03-12T00:46:44+00:00
Turkish Air Force Academy,TR,1,41.01383972167969,28.94965934753418,ok,Turkish Air Force Academy,openalex,2026-03-12T03:52:18+00:00
Tuskegee University,US,2,32.430278,-85.707778,ok,Tuskegee University,wikipedia_wikidata,2026-03-12T08:38:53+00:00
Twin Cities Orthopedics,US,3,44.886329650878906,-93.33179473876953,ok,Twin Cities Orthopedics,openalex,2026-03-12T01:04:22+00:00
Télécom Paris,FR,1,48.71828,2.2498,ok,Télécom Paris,openalex,2026-03-12T04:40:27+00:00
U.S. Air Force Institute of Technology,US,2,39.758949279785156,-84.19161224365234,ok,U.S. Air Force Institute of Technology,openalex,2026-03-12T04:34:42+00:00
U.S. Air Force Research Laboratory Aerospace Systems Directorate,US,2,39.8219053,-84.0495886,ok,"Wright-Patterson Air Force Base, Bath Township, Greene County, Ohio, 45433, United States","manual_geocode:Wright-Patterson Air Force Base, Ohio, United States",2026-03-27T10:30:58+00:00
U.S. Army Combat Capabilities Development Command Ground Vehicle System Center,US,1,42.49044,-83.01304,ok,U.S. Army Combat Capabilities Development Command Ground Vehicle System Center,openalex,2026-03-12T03:33:49+00:00
UC San Diego Health System,US,1,32.7157096862793,-117.16471862792969,ok,UC San Diego Health System,openalex,2026-03-12T00:40:16+00:00
UCL Australia,AU,1,-34.928089,138.601159,ok,UCL Australia,wikipedia_wikidata,2026-03-12T09:34:33+00:00
UCLA Health,US,6,34.05223,-118.24368,ok,UCLA Health,openalex,2026-03-12T00:06:41+00:00
UCLA Jonsson Comprehensive Cancer Center,US,1,34.0664088,-118.4420276,ok,"UCLA School of Dentistry, 10833, Le Conte Avenue, Westwood, Los Angeles, Los Angeles County, California, 90095, United States","manual_geocode:10833 Le Conte Ave, Los Angeles, CA 90024, United States",2026-03-27T10:30:59+00:00
UCLA Medical Center,US,2,34.027244567871094,-118.4865493774414,ok,UCLA Medical Center,openalex,2026-03-11T20:06:04+00:00
UCLouvain,BE,32,50.66828918457031,4.614429950714111,ok,UCLouvain,openalex,2026-03-11T19:43:56+00:00
UConn Health,US,1,41.7315,-72.7908,ok,UConn Health,wikipedia_wikidata,2026-03-12T12:10:08+00:00
UES (United States),US,1,39.75895,-84.19161,ok,UES (United States),openalex,2026-03-12T03:48:41+00:00
UNC Lineberger Comprehensive Cancer Center,US,1,35.903,-79.0534,ok,UNC Lineberger Comprehensive Cancer Center,wikipedia_wikidata,2026-03-11T20:00:12+00:00
UNC/NCSU Joint Department of Biomedical Engineering,US,3,35.77079772949219,-78.67607116699219,ok,UNC/NCSU Joint Department of Biomedical Engineering,openalex,2026-03-27T00:29:49+00:00
UNSW Canberra,AU,2,-35.293055555556,149.12694444444,ok,Canberra,wikipedia_wikidata,2026-03-12T03:52:52+00:00
UNSW Sydney,AU,128,-33.86785,151.20732,ok,UNSW Sydney,openalex,2026-03-11T20:32:12+00:00
UPMC Health System,US,6,40.45792770385742,-79.90917205810547,ok,UPMC Health System,openalex,2026-03-11T20:16:59+00:00
UPMC Hillman Cancer Center,US,5,40.44062042236328,-79.99588775634766,ok,UPMC Hillman Cancer Center,openalex,2026-03-11T20:01:36+00:00
Ukrainian Catholic University,UA,1,49.822998046875,24.037498474121094,ok,Ukrainian Catholic University,openalex,2026-03-12T03:37:09+00:00
Ulsan College,KR,6,35.49578094482422,129.41567993164062,ok,Ulsan College,openalex,2026-03-11T20:16:13+00:00
Ulsan National Institute of Science and Technology,KR,52,35.53722,129.31667,ok,Ulsan National Institute of Science and Technology,openalex,2026-03-12T00:10:03+00:00
Umeå University,SE,3,63.82842,20.25972,ok,Umeå University,openalex,2026-03-12T00:13:07+00:00
Unchained Labs (United States),US,1,37.660057067871094,-121.90296936035156,ok,Unchained Labs (United States),openalex,2026-03-27T00:29:50+00:00
Unilever (Netherlands),GB,2,53.36198,-2.997605,ok,Unilever,wikipedia_wikidata,2026-03-11T20:08:08+00:00
Unilever (United Kingdom),GB,1,53.36198,-2.997605,ok,Unilever,wikipedia_wikidata,2026-03-11T23:12:33+00:00
Union Bank of Switzerland,CH,1,47.366668701171875,8.550000190734863,ok,Union Bank of Switzerland,openalex,2026-03-27T00:29:51+00:00
Union Hospital,CN,35,22.360681533813477,114.17512512207031,ok,Union Hospital,openalex,2026-03-11T19:38:09+00:00
United Arab Emirates University,AE,1,24.4,54.3,ok,United Arab Emirates,wikipedia_wikidata,2026-03-12T08:01:25+00:00
United Imaging Healthcare (China),CN,20,31.272445678710938,121.43536376953125,ok,United Imaging Healthcare (China),openalex,2026-03-12T00:30:58+00:00
United Kingdom Atomic Energy Authority,GB,2,51.67109,-1.28278,ok,United Kingdom Atomic Energy Authority,openalex,2026-03-12T04:14:42+00:00
United Lincolnshire Hospitals NHS Trust,GB,1,53.23447036743164,-0.5150219798088074,ok,United Lincolnshire Hospitals NHS Trust,openalex,2026-03-11T20:30:34+00:00
United States Air Force,CN,1,39.008113,-104.890509,ok,United States Air Force Academy,wikipedia_wikidata,2026-03-12T03:53:47+00:00
United States Air Force Academy,US,2,38.99831008911133,-104.86132049560547,ok,United States Air Force Academy,openalex,2026-03-12T00:30:53+00:00
United States Air Force Research Laboratory,US,2,39.81113052368164,-84.05731201171875,ok,United States Air Force Research Laboratory,openalex,2026-03-12T04:08:07+00:00
United States Army Combat Capabilities Development Command,US,4,39.473451,-76.140837,ok,United States Army Combat Capabilities Development Command,wikipedia_wikidata,2026-03-12T01:28:21+00:00
United States Department of Agriculture,US,1,38.887938888889,-77.030033333333,ok,United States Department of Agriculture,wikipedia_wikidata,2026-03-12T12:00:39+00:00
United States Department of the Army,US,2,38.870995,-77.05596,ok,United States Department of Defense,wikipedia_wikidata,2026-03-11T23:21:37+00:00
United States Food and Drug Administration,US,1,38.99067,-77.02609,ok,United States Food and Drug Administration,openalex,2026-03-12T00:59:49+00:00
United States Marine Corps,US,1,38.8717233,-77.0547204,ok,"United States Marine Corps, Pentagon Access Road, Arlington, Arlington County, Virginia, 20310, United States",nominatim,2026-03-12T07:57:29+00:00
United States Military Academy,US,1,41.39148,-73.95597,ok,United States Military Academy,openalex,2026-03-12T00:53:02+00:00
United States Naval Academy,US,4,38.97859,-76.49184,ok,United States Naval Academy,openalex,2026-03-12T00:58:05+00:00
United States Naval Research Laboratory,US,14,38.8225,-77.025,ok,United States Naval Research Laboratory,wikipedia_wikidata,2026-03-11T21:05:28+00:00
Unitelma Sapienza University,IT,1,41.89193,12.51133,ok,Unitelma Sapienza University,openalex,2026-03-27T00:29:52+00:00
UnityPoint Health,US,1,41.60237121582031,-93.60797119140625,ok,UnityPoint Health,openalex,2026-03-12T02:55:11+00:00
Universal Scientific Education and Research Network,IR,4,35.705841064453125,51.382965087890625,ok,Universal Scientific Education and Research Network,openalex,2026-03-27T00:29:52+00:00
Universidad Autónoma de Baja California,MX,1,32.627811431884766,-115.45446014404297,ok,Universidad Autónoma de Baja California,openalex,2026-03-12T04:05:21+00:00
Universidad Autónoma de Nuevo León,MX,7,25.4448519,-101.0050761,ok,"Universidad Autónoma de Nuevo León, Saltillo, Coahuila, 25260, Mexico",nominatim,2026-03-12T09:08:46+00:00
Universidad Braulio Carrillo,CR,1,9.936304092407227,-84.09135437011719,ok,Universidad Braulio Carrillo,openalex,2026-03-12T04:32:59+00:00
Universidad Carlos III de Madrid,ES,37,40.3150937,-3.7248801,ok,"Universidad Carlos III de Madrid, Calle Velarde, Las Margaritas, Getafe, Community of Madrid, 28902, Spain",nominatim,2026-03-11T21:57:55+00:00
Universidad Católica San Pablo,PE,1,-16.390050888061523,-71.53572082519531,ok,Universidad Católica San Pablo,openalex,2026-03-12T04:39:23+00:00
Universidad Complutense de Madrid,ES,20,40.4314742,-3.7900439,ok,"Universidad Complutense de Madrid (Campus de Somosaguas), Avenida de Húmera, Húmera, Pozuelo de Alarcón, Community of Madrid, 28023, Spain",nominatim,2026-03-12T01:34:29+00:00
Universidad Emilio Cárdenas,MX,1,19.5303955078125,-99.2022476196289,ok,Universidad Emilio Cárdenas,openalex,2026-03-27T00:29:53+00:00
Universidad Francisco de Vitoria,ES,6,40.43292999267578,-3.813380002975464,ok,Universidad Francisco de Vitoria,openalex,2026-03-12T00:38:57+00:00
Universidad Nacional Autónoma de México,MX,15,19.321597,-99.1849259,ok,"National Autonomous University of Mexico, Calle Tepeyaucle, Unidad Habitacional Copilco, Colonia Copilco El Alto, Mexico City, Coyoacán, Ciudad Universitaria, Mexico City, 04360, Mexico",nominatim,2026-03-11T23:34:24+00:00
Universidad Nacional de Colombia,CO,6,4.609710216522217,-74.08174896240234,ok,Universidad Nacional de Colombia,openalex,2026-03-12T00:24:44+00:00
Universidad Nacional de Córdoba,AR,1,-31.40648,-64.18853,ok,Universidad Nacional de Córdoba,openalex,2026-03-12T04:37:05+00:00
Universidad Nacional de Loja,EC,1,-4.0360004,-79.2019252,ok,"Universidad Nacional de Loja, Platón, Julio Ordóñez, Punzara, Loja, 110110, Ecuador",nominatim,2026-03-11T23:50:46+00:00
Universidad Nebrija,ES,1,40.4165,-3.70256,ok,Universidad Nebrija,openalex,2026-03-12T00:38:59+00:00
Universidad Pablo de Olavide,ES,3,37.3560809,-5.9381678,ok,"Universidad Pablo de Olavide, Puerta Verde de Alcalá de Guadaira, Condequinto, Dos Hermanas, Sevilla, Andalusia, 41089, Spain",nominatim,2026-03-12T09:10:43+00:00
Universidad Peruana Cayetano Heredia,PE,3,-12.04318,-77.02824,ok,Universidad Peruana Cayetano Heredia,openalex,2026-03-12T03:59:54+00:00
Universidad Politécnica Metropolitana de Hidalgo,MX,1,19.95814,-98.91941,ok,Universidad Politécnica Metropolitana de Hidalgo,openalex,2026-03-12T04:05:15+00:00
Universidad Politécnica de Cartagena,ES,1,37.60197067260742,-0.9839699864387512,ok,Universidad Politécnica de Cartagena,openalex,2026-03-11T20:31:12+00:00
Universidad Politécnica de Madrid,ES,27,40.5473558,-3.6918341,ok,"Escuela Politécnica Superior, Calle Marie Curie, El Goloso, Fuencarral-El Pardo, Madrid, Community of Madrid, 28049, Spain",nominatim,2026-03-11T23:38:58+00:00
Universidad Politécnica de Pachuca,MX,2,19.4442195892334,-96.40773010253906,ok,Universidad Politécnica de Pachuca,openalex,2026-03-12T00:41:29+00:00
Universidad Pontificia Bolivariana,CO,3,6.2419536,-75.5895305,ok,"Universidad Pontificia Bolivariana, 70 - 01, Circular 1, Bolivariana, Comuna 11 - Laureles-Estadio, Medellín, Valle de Aburrá, Antioquia, RAP del Agua y la Montaña, 050031, Colombia",nominatim,2026-03-12T09:37:16+00:00
Universidad Publica de Navarra,ES,8,42.7953997,-1.6289879,ok,"Universidad Pública de Navarra, Arrosadiako kampusa, Arrosadia, Milagrosa-Arrosadia, Pamplona, Iruñerria, Navarre, 31006, Spain",nominatim,2026-03-12T01:47:24+00:00
Universidad Rey Juan Carlos,ES,13,40.416500091552734,-3.7025599479675293,ok,Universidad Rey Juan Carlos,openalex,2026-03-12T00:39:02+00:00
Universidad San Pablo CEU,ES,1,40.442972222222,-3.7163333333333,ok,Universidad CEU San Pablo,wikipedia_wikidata,2026-03-12T01:24:15+00:00
